rank;born;country;category;time_total;time_1half;time_2half;time_0to5km;time_5to10km;time_10to15km;time_15to20km;time_20to25km;time_25to30km;time_30to35km;time_35to40km;time_40to42km
1178;63;ESP;W-60;04:50:58;02:13:34;02:37:24;00:29:58;00:30:32;00:32:33;00:33:19;00:36:25;00:35:47;00:38:05;00:36:28;00:17:55
1179;59;ESP;W-60;04:50:58;02:13:35;02:37:24;00:29:58;00:30:34;00:32:33;00:33:17;00:36:26;00:35:49;00:38:05;00:36:26;00:17:55
1180;64;ESP;W-55;04:50:58;02:13:35;02:37:24;00:29:58;00:30:32;00:32:34;00:33:18;00:36:25;00:35:48;00:38:06;00:36:26;00:17:56
1181;82;AUT;W-40;04:51:05;02:12:41;02:38:24;00:30:34;00:30:17;00:32:04;00:32:30;00:34:07;00:36:08;00:37:26;00:40:02;00:18:00
1182;70;FRA;W-50;04:51:09;02:16:44;02:34:26;00:30:28;00:31:34;00:34:06;00:33:17;00:33:46;00:35:01;00:37:32;00:38:08;00:17:21
1183;71;AUT;W-50;04:51:21;02:19:04;02:32:18;00:31:29;00:32:08;00:35:06;00:33:19;00:33:22;00:34:27;00:36:53;00:38:16;00:16:25
1184;72;ISR;W-50;04:51:21;02:24:32;02:26:49;00:32:32;00:35:37;00:36:30;00:32:45;00:37:31;00:33:19;00:34:20;00:34:37;00:14:14
1185;76;ISR;W-45;04:51:31;02:16:57;02:34:34;00:31:02;00:31:00;00:33:45;00:33:56;00:33:52;00:35:26;00:37:29;00:39:38;00:15:28
1186;74;USA;W-45;04:51:32;02:22:51;02:28:41;00:34:25;00:33:31;00:34:38;00:33:09;00:32:54;00:33:53;00:36:09;00:37:14;00:15:43
1187;69;SWE;W-50;04:51:37;02:25:54;02:25:44;00:32:12;00:32:14;00:36:10;00:38:17;00:32:48;00:36:39;00:34:20;00:33:57;00:15:04
1188;92;IRL;W-30;04:51:37;02:19:04;02:32:34;00:31:31;00:32:03;00:35:15;00:32:55;00:33:53;00:35:10;00:37:56;00:36:52;00:16:07
1189;61;CAN;W-60;04:51:37;02:18:41;02:32:57;00:31:25;00:31:42;00:34:27;00:34:14;00:32:10;00:39:04;00:36:39;00:35:46;00:16:14
1190;83;IRL;W-40;04:51:41;02:20:45;02:30:57;00:32:50;00:32:26;00:34:08;00:34:19;00:32:48;00:34:37;00:36:53;00:37:10;00:16:33
1191;73;ISR;W-50;04:51:48;02:24:36;02:27:13;00:33:59;00:34:10;00:35:26;00:33:58;00:32:38;00:33:16;00:33:40;00:38:58;00:15:48
1192;0;AUT;W-H;04:51:58;02:15:10;02:36:49;00:29:16;00:31:22;00:33:58;00:33:33;00:33:01;00:35:43;00:36:47;00:42:36;00:15:46
1193;95;AUT;W-H;04:51:59;02:26:14;02:25:46;00:34:03;00:34:16;00:36:10;00:34:24;00:33:58;00:35:03;00:35:30;00:34:13;00:14:26
1194;97;GER;W-H;04:52:10;02:19:37;02:32:33;00:33:27;00:32:22;00:33:46;00:32:58;00:32:59;00:34:41;00:36:39;00:39:52;00:15:31
1195;81;AUT;W-40;04:52:17;02:12:38;02:39:40;00:29:28;00:30:06;00:32:57;00:32:49;00:33:47;00:35:28;00:37:34;00:42:59;00:17:11
1196;88;FRA;W-35;04:52:25;02:18:53;02:33:32;00:34:19;00:32:16;00:33:02;00:32:16;00:32:56;00:34:17;00:36:55;00:39:56;00:16:31
1197;93;ITA;W-30;04:52:25;02:24:45;02:27:40;00:34:07;00:34:21;00:35:20;00:33:38;00:33:26;00:34:50;00:34:43;00:37:31;00:14:34
1198;94;GER;W-H;04:52:29;02:23:02;02:29:28;00:33:09;00:33:59;00:35:45;00:33:17;00:33:00;00:32:42;00:35:48;00:39:57;00:14:54
1199;79;GER;W-40;04:52:39;02:26:10;02:26:30;00:34:07;00:34:11;00:36:00;00:34:33;00:33:58;00:34:49;00:35:03;00:35:16;00:14:46
1200;83;POL;W-40;04:52:45;02:18:21;02:34:24;00:30:17;00:31:39;00:34:31;00:33:23;00:35:34;00:37:10;00:38:06;00:37:37;00:14:31
1201;69;GER;W-50;04:52:45;02:19:41;02:33:05;00:32:32;00:32:51;00:33:54;00:33:08;00:33:00;00:33:40;00:33:13;00:43:34;00:16:57
1202;77;GER;W-45;04:53:08;02:24:59;02:28:09;00:34:19;00:33:25;00:35:22;00:34:47;00:34:48;00:35:24;00:35:16;00:35:18;00:14:33
1203;97;GER;W-H;04:53:09;02:25:00;02:28:09;00:34:20;00:33:21;00:35:28;00:34:45;00:34:49;00:35:24;00:35:16;00:35:18;00:14:32
1204;77;GER;W-45;04:53:09;02:25:00;02:28:10;00:34:19;00:33:26;00:35:21;00:34:47;00:34:48;00:35:24;00:35:16;00:35:18;00:14:33
1205;86;FRA;W-35;04:53:12;02:14:24;02:38:48;00:29:47;00:29:57;00:33:53;00:33:30;00:36:47;00:35:34;00:36:48;00:39:21;00:17:39
1206;79;GER;W-40;04:53:26;02:19:42;02:33:45;00:32:32;00:31:37;00:34:54;00:33:19;00:35:43;00:36:34;00:35:57;00:37:05;00:15:49
1207;99;AUT;W-H;04:53:29;02:17:05;02:36:24;00:29:30;00:30:45;00:35:05;00:34:30;00:34:39;00:35:52;00:39:05;00:38:43;00:15:25
1208;98;AUT;W-H;04:53:41;02:25:09;02:28:32;00:34:23;00:34:37;00:35:23;00:33:34;00:33:31;00:34:32;00:35:24;00:37:45;00:14:35
1209;68;GER;W-55;04:53:49;02:20:55;02:32:55;00:32:17;00:32:56;00:34:45;00:33:47;00:32:59;00:34:22;00:36:28;00:39:09;00:17:09
1210;0;POL;W-H;04:53:53;02:17:57;02:35:57;00:31:45;00:31:30;00:32:51;00:35:05;00:32:53;00:35:26;00:38:52;00:39:02;00:16:34
1211;85;CHN;W-35;04:53:55;02:19:28;02:34:27;00:30:42;00:31:38;00:34:33;00:35:39;00:32:40;00:35:38;00:36:08;00:40:10;00:16:49
1212;67;AUT;W-55;04:53:59;02:19:17;02:34:42;00:30:15;00:31:54;00:35:39;00:33:53;00:35:19;00:36:40;00:37:35;00:37:07;00:15:41
1213;69;GER;W-50;04:53:59;02:18:12;02:35:48;00:31:36;00:31:10;00:34:09;00:33:46;00:35:07;00:35:12;00:38:36;00:38:38;00:15:48
1214;98;SLO;W-H;04:54:09;02:17:24;02:36:45;00:30:54;00:31:44;00:33:30;00:33:53;00:33:09;00:36:20;00:38:39;00:39:29;00:16:35
1215;92;AUT;W-30;04:54:24;02:26:00;02:28:24;00:33:25;00:34:19;00:36:17;00:34:39;00:33:24;00:35:01;00:35:43;00:36:22;00:15:19
1216;66;GER;W-55;04:54:25;02:24:20;02:30:05;00:34:06;00:33:06;00:35:13;00:34:39;00:33:39;00:36:17;00:36:03;00:35:59;00:15:26
1217;81;AUT;W-40;04:54:40;02:04:48;02:49:52;00:29:04;00:28:54;00:30:41;00:29:23;00:31:04;00:35:41;00:42:04;00:47:46;00:20:06
1218;85;AUT;W-35;04:54:42;02:20:43;02:34:00;00:31:21;00:32:25;00:35:46;00:34:09;00:34:48;00:36:55;00:37:56;00:36:15;00:15:10
1219;95;ESP;W-H;04:54:44;02:13:44;02:41:00;00:29:08;00:30:44;00:33:22;00:33:11;00:33:48;00:35:51;00:38:36;00:42:17;00:17:51
1220;86;FRA;W-35;04:54:48;02:11:13;02:43:35;00:28:52;00:28:26;00:32:56;00:33:52;00:34:28;00:38:08;00:40:29;00:40:46;00:16:54
1221;94;SUI;W-H;04:54:55;02:15:52;02:39:04;00:31:08;00:30:10;00:32:44;00:34:14;00:35:43;00:38:42;00:40:46;00:36:48;00:14:44
1222;97;BEL;W-H;04:54:56;02:14:22;02:40:34;00:29:23;00:31:28;00:33:43;00:32:48;00:32:46;00:35:16;00:40:39;00:43:09;00:15:47
1223;76;GER;W-45;04:54:59;02:21:15;02:33:45;00:31:40;00:31:34;00:35:28;00:34:31;00:34:30;00:36:15;00:36:25;00:38:43;00:15:57
1224;99;AUT;W-H;04:55:04;02:17:54;02:37:11;00:30:45;00:31:31;00:34:06;00:34:08;00:34:27;00:35:50;00:39:41;00:38:26;00:16:13
1225;83;HUN;W-40;04:55:07;02:22:42;02:32:26;00:33:38;00:33:26;00:34:15;00:34:06;00:33:28;00:35:02;00:37:16;00:38:13;00:15:48
1226;74;AUT;W-45;04:55:12;02:16:02;02:39:11;00:29:42;00:29:16;00:35:55;00:34:40;00:30:28;00:46:24;00:36:10;00:34:58;00:17:43
1227;89;AUT;W-30;04:55:12;02:14:55;02:40:17;00:31:40;00:31:51;00:33:06;00:31:21;00:32:18;00:34:33;00:36:33;00:41:59;00:21:54
1228;80;AUT;W-40;04:55:12;02:18:31;02:36:42;00:32:04;00:31:06;00:34:10;00:34:05;00:33:16;00:35:50;00:37:44;00:40:14;00:16:45
1229;63;SUI;W-60;04:55:15;02:17:47;02:37:28;00:29:58;00:31:49;00:34:27;00:34:19;00:34:43;00:35:28;00:38:04;00:40:38;00:15:53
1230;77;LTU;W-45;04:55:18;02:18:18;02:37:01;00:30:31;00:31:01;00:34:25;00:35:11;00:35:52;00:37:07;00:39:23;00:36:25;00:15:26
1231;81;CZE;W-40;04:55:34;02:10:43;02:44:51;00:28:45;00:29:39;00:31:43;00:33:27;00:34:56;00:38:24;00:42:26;00:39:30;00:16:47
1232;67;AUT;W-55;04:56:05;02:14:00;02:42:06;00:31:19;00:31:09;00:32:17;00:32:11;00:33:12;00:37:21;00:39:47;00:40:43;00:18:11
1233;83;POL;W-40;04:56:08;02:15:26;02:40:43;00:30:08;00:30:23;00:33:41;00:34:00;00:33:16;00:36:00;00:39:59;00:41:53;00:16:53
1234;67;GER;W-55;04:56:09;02:16:28;02:39:42;00:32:21;00:30:49;00:33:54;00:32:46;00:33:23;00:36:18;00:40:22;00:39:22;00:16:57
1235;71;ISR;W-50;04:56:13;02:26:27;02:29:47;00:34:35;00:34:17;00:36:09;00:34:05;00:34:25;00:35:02;00:35:39;00:36:43;00:15:23
1236;70;SLO;W-50;04:56:18;02:19:26;02:36:52;00:31:07;00:32:29;00:34:31;00:34:13;00:36:52;00:37:06;00:36:58;00:37:27;00:15:39
1237;69;GER;W-50;04:56:19;02:28:56;02:27:23;00:35:21;00:34:36;00:36:13;00:35:14;00:34:22;00:35:52;00:34:53;00:34:44;00:15:07
1238;69;SLO;W-50;04:56:22;02:19:24;02:36:59;00:31:07;00:32:29;00:34:30;00:34:13;00:36:52;00:37:06;00:36:58;00:37:27;00:15:44
1239;79;AUT;W-40;04:56:27;02:19:09;02:37:19;00:32:20;00:32:17;00:33:40;00:33:35;00:34:30;00:36:11;00:39:06;00:38:46;00:16:06
1240;67;FRA;W-55;04:56:36;02:13:48;02:42:49;00:31:22;00:30:49;00:33:19;00:31:33;00:32:14;00:35:14;00:41:56;00:43:30;00:16:42
1241;92;AUT;W-30;04:56:38;02:20:37;02:36:02;00:32:50;00:32:32;00:33:49;00:34:03;00:33:57;00:36:34;00:38:31;00:38:32;00:15:53
1242;84;GER;W-35;04:56:44;02:18:46;02:37:58;00:32:34;00:31:56;00:33:38;00:33:18;00:35:15;00:37:52;00:37:57;00:38:21;00:15:57
1243;92;GER;W-30;04:56:48;02:13:34;02:43:14;00:30:25;00:30:17;00:33:18;00:32:20;00:33:44;00:39:06;00:40:09;00:42:22;00:15:11
1244;91;AUT;W-30;04:56:52;02:25:11;02:31:42;00:34:48;00:33:59;00:34:45;00:34:16;00:34:04;00:34:53;00:36:12;00:38:34;00:15:24
1245;0;GER;W-H;04:57:04;02:18:20;02:38:45;00:30:46;00:31:49;00:34:42;00:33:41;00:35:20;00:36:35;00:39:51;00:38:48;00:15:36
1246;93;SRB;W-30;04:57:11;02:27:56;02:29:15;00:35:47;00:34:45;00:35:27;00:34:27;00:35:37;00:35:34;00:37:47;00:33:37;00:14:15
1247;76;SWE;W-45;04:57:11;02:20:05;02:37:07;00:30:52;00:32:40;00:34:32;00:34:33;00:33:38;00:36:42;00:40:51;00:38:05;00:15:23
1248;70;BEL;W-50;04:57:12;02:20:06;02:37:06;00:30:56;00:32:14;00:35:27;00:34:13;00:34:52;00:36:02;00:38:23;00:38:22;00:16:46
1249;75;AUT;W-45;04:57:17;02:22:52;02:34:26;00:32:33;00:32:53;00:35:06;00:34:59;00:33:54;00:35:10;00:36:48;00:38:59;00:17:00
1250;87;USA;W-35;04:57:20;02:21:29;02:35:51;00:31:35;00:32:12;00:34:46;00:35:28;00:36:29;00:37:28;00:38:25;00:35:38;00:15:23
1251;64;FRA;W-55;04:57:24;02:23:25;02:34:00;00:33:13;00:32:28;00:35:25;00:35:03;00:34:54;00:35:41;00:37:12;00:37:51;00:15:41
1252;99;BUL;W-H;04:57:27;02:21:55;02:35:33;00:35:50;00:31:12;00:33:43;00:33:56;00:33:50;00:36:22;00:37:08;00:39:14;00:16:16
1253;71;SWE;W-50;04:57:31;02:22:55;02:34:37;00:31:12;00:33:00;00:36:19;00:34:58;00:35:11;00:37:10;00:37:09;00:37:23;00:15:13
1254;78;NED;W-45;04:57:32;02:26:45;02:30:47;00:33:53;00:34:07;00:36:00;00:35:11;00:34:46;00:35:32;00:36:18;00:36:09;00:15:40
1255;89;ROU;W-30;04:57:35;02:28:31;02:29:05;00:36:25;00:34:41;00:35:34;00:33:56;00:34:48;00:35:25;00:36:11;00:36:23;00:14:16
1256;87;GER;W-35;04:57:36;02:27:55;02:29:41;00:35:32;00:34:27;00:35:58;00:34:27;00:34:44;00:36:11;00:37:11;00:35:46;00:13:24
1257;68;GBR;W-55;04:57:40;02:19:00;02:38:40;00:32:35;00:32:51;00:33:52;00:32:38;00:32:44;00:33:19;00:39:11;00:41:30;00:19:04
1258;71;AUT;W-50;04:57:43;02:10:56;02:46:47;00:29:21;00:29:57;00:32:46;00:31:51;00:34:53;00:36:05;00:37:40;00:49:21;00:15:52
1259;73;GBR;W-50;04:57:45;02:15:50;02:41:56;00:29:58;00:31:22;00:33:36;00:33:29;00:34:14;00:36:10;00:39:00;00:41:09;00:18:51
1260;73;FRA;W-50;04:58:00;02:19:36;02:38:25;00:30:17;00:32:15;00:34:10;00:35:18;00:35:37;00:36:25;00:37:49;00:39:56;00:16:18
1261;81;SUI;W-40;04:58:03;02:22:41;02:35:23;00:33:59;00:33:07;00:34:43;00:33:34;00:34:04;00:36:04;00:38:14;00:38:36;00:15:45
1262;72;HUN;W-50;04:58:14;02:20:07;02:38:08;00:31:45;00:31:52;00:34:21;00:34:55;00:35:14;00:35:35;00:39:20;00:39:14;00:16:00
1263;83;HUN;W-40;04:58:16;02:21:52;02:36:24;00:31:32;00:32:12;00:35:15;00:35:20;00:35:42;00:36:48;00:40:08;00:35:46;00:15:37
1264;99;GER;W-H;04:58:22;02:30:07;02:28:16;00:35:48;00:35:46;00:35:49;00:35:18;00:33:46;00:34:55;00:37:11;00:35:46;00:14:07
1265;91;AUT;W-30;04:58:25;02:17:56;02:40:30;00:29:20;00:29:28;00:33:38;00:37:59;00:35:05;00:36:49;00:40:48;00:40:23;00:14:58
1266;90;HUN;W-30;04:58:52;02:19:59;02:38:54;00:30:17;00:31:45;00:34:43;00:35:55;00:34:11;00:37:16;00:40:46;00:38:29;00:15:32
1267;62;ITA;W-60;04:58:55;02:18:37;02:40:19;00:29:30;00:31:09;00:34:58;00:35:30;00:36:03;00:37:16;00:39:27;00:39:24;00:15:41
1268;74;ISR;W-45;04:58:58;02:23:11;02:35:47;00:30:00;00:35:18;00:34:46;00:35:36;00:34:13;00:36:38;00:38:36;00:38:13;00:15:43
1269;0;BUL;W-H;04:59:02;02:25:14;02:33:48;00:33:42;00:33:26;00:36:05;00:34:53;00:34:39;00:35:05;00:37:05;00:36:50;00:17:21
1270;98;AUT;W-H;04:59:05;02:36:31;02:22:34;00:37:14;00:37:02;00:38:31;00:35:56;00:35:44;00:35:05;00:33:24;00:32:40;00:13:33
1271;82;COL;W-40;04:59:06;02:35:11;02:23:56;00:36:32;00:35:33;00:37:49;00:37:16;00:36:09;00:34:42;00:32:29;00:33:29;00:15:10
1272;69;MLT;W-50;04:59:08;02:24:51;02:34:18;00:32:21;00:33:10;00:36:18;00:35:44;00:34:33;00:37:37;00:35:49;00:37:45;00:15:56
1273;78;POL;W-45;04:59:12;02:20:53;02:38:19;00:32:47;00:32:25;00:33:43;00:34:25;00:35:30;00:36:26;00:39:36;00:39:03;00:15:19
1274;79;AUT;W-40;04:59:18;02:27:16;02:32:02;00:34:15;00:34:31;00:36:04;00:34:55;00:33:59;00:35:41;00:36:43;00:38:01;00:15:14
1275;69;HUN;W-50;04:59:21;02:21:25;02:37:57;00:30:57;00:32:21;00:35:50;00:34:47;00:36:16;00:36:43;00:37:37;00:38:46;00:16:08
1276;84;GER;W-35;04:59:30;02:25:52;02:33:38;00:32:49;00:33:22;00:36:33;00:35:41;00:34:49;00:35:58;00:37:23;00:37:23;00:15:34
1277;95;GER;W-H;04:59:39;02:27:56;02:31:43;00:34:52;00:34:04;00:34:44;00:36:33;00:36:03;00:36:28;00:34:59;00:36:33;00:15:27
1278;84;AUT;W-35;04:59:59;02:28:47;02:31:12;00:33:56;00:34:08;00:37:39;00:35:41;00:35:09;00:36:14;00:36:25;00:36:13;00:14:37
1279;64;USA;W-55;04:59:59;02:30:11;02:29:49;00:34:41;00:34:08;00:37:19;00:36:13;00:36:03;00:36:22;00:36:40;00:35:14;00:13:24
1280;71;ISR;W-50;05:00:04;02:22:05;02:38:00;00:32:32;00:33:01;00:34:42;00:34:11;00:35:31;00:36:08;00:38:17;00:39:18;00:16:29
1281;92;USA;W-30;05:00:16;02:23:09;02:37:07;00:32:33;00:32:29;00:34:48;00:36:16;00:34:42;00:36:29;00:40:43;00:37:41;00:14:39
1282;88;UKR;W-35;05:00:18;02:32:36;02:27:42;00:36:43;00:36:20;00:37:52;00:34:53;00:31:59;00:34:29;00:36:05;00:37:43;00:14:18
1283;59;GER;W-60;05:00:19;02:26:22;02:33:58;00:32:49;00:34:09;00:36:38;00:35:09;00:35:25;00:35:46;00:37:22;00:37:55;00:15:10
1284;99;ISR;W-H;05:00:20;02:14:12;02:46:09;00:31:02;00:31:11;00:32:38;00:32:13;00:33:41;00:36:35;00:42:33;00:44:40;00:15:53
1285;69;FRA;W-50;05:00:31;02:17:17;02:43:14;00:31:32;00:31:17;00:33:41;00:33:38;00:35:12;00:38:36;00:43:50;00:37:09;00:15:40
1286;78;MLT;W-45;05:00:34;02:19:40;02:40:54;00:32:32;00:32:09;00:33:24;00:34:09;00:34:17;00:36:16;00:38:21;00:42:03;00:17:27
1287;66;GER;W-55;05:00:38;02:20:26;02:40:12;00:31:52;00:31:59;00:35:07;00:34:13;00:35:01;00:37:10;00:39:41;00:38:39;00:16:59
1288;59;AUT;W-60;05:00:56;02:14:41;02:46:15;00:29:36;00:30:24;00:33:37;00:33:21;00:36:00;00:36:57;00:43:17;00:40:59;00:16:49
1289;1;AUT;W-H;05:00:57;02:17:33;02:43:24;00:30:05;00:31:06;00:33:33;00:35:45;00:33:21;00:37:17;00:39:08;00:44:30;00:16:15
1290;93;GER;W-30;05:01:05;02:27:01;02:34:05;00:35:08;00:34:25;00:35:36;00:34:31;00:34:31;00:35:26;00:36:30;00:38:22;00:16:40
1291;71;FRA;W-50;05:01:16;02:01:18;02:59:59;00:28:07;00:27:47;00:28:52;00:29:49;00:37:48;00:41:10;00:49:22;00:42:45;00:15:39
1292;96;CAN;W-H;05:01:16;02:13:50;02:47:26;00:31:16;00:30:38;00:32:48;00:32:19;00:32:07;00:43:17;00:41:45;00:41:27;00:15:42
1293;94;AUT;W-H;05:01:34;02:24:50;02:36:44;00:33:21;00:34:08;00:35:23;00:34:26;00:35:13;00:37:00;00:37:36;00:38:43;00:15:48
1294;90;HUN;W-30;05:01:42;02:18:56;02:42:47;00:31:54;00:31:28;00:34:45;00:33:32;00:33:48;00:37:54;00:40:51;00:43:27;00:14:07
1295;92;SUI;W-30;05:01:44;02:19:26;02:42:18;00:31:32;00:31:37;00:34:19;00:35:01;00:36:52;00:39:11;00:37:51;00:38:07;00:17:17
1296;88;SUI;W-35;05:01:46;02:20:12;02:41:34;00:32:52;00:32:37;00:34:00;00:33:30;00:34:25;00:37:04;00:37:16;00:42:48;00:17:17
1297;80;FRA;W-40;05:01:48;02:21:04;02:40:45;00:32:39;00:33:03;00:34:11;00:34:02;00:33:22;00:35:35;00:38:00;00:44:05;00:16:56
1298;96;LUX;W-H;05:01:53;02:23:20;02:38:33;00:32:33;00:33:47;00:34:47;00:34:44;00:35:02;00:36:32;00:38:08;00:39:07;00:17:18
1299;67;AUT;W-55;05:01:53;02:19:06;02:42:48;00:32:10;00:32:29;00:34:14;00:32:54;00:33:57;00:35:46;00:37:19;00:43:54;00:19:14
1300;73;GER;W-50;05:02:00;02:25:19;02:36:41;00:32:19;00:33:32;00:36:33;00:35:10;00:35:28;00:36:41;00:37:45;00:38:07;00:16:30
1301;71;GER;W-50;05:02:21;02:27:31;02:34:51;00:34:45;00:34:05;00:36:03;00:35:02;00:34:53;00:36:40;00:36:05;00:39:32;00:15:19
1302;67;ITA;W-55;05:02:24;02:16:52;02:45:32;00:29:07;00:30:57;00:34:59;00:34:13;00:36:03;00:37:28;00:41:57;00:40:57;00:16:47
1303;94;AUT;W-H;05:02:29;02:16:43;02:45:46;00:29:10;00:30:00;00:34:33;00:35:36;00:34:59;00:41:05;00:40:45;00:39:17;00:17:08
1304;91;AUT;W-30;05:03:00;02:14:55;02:48:06;00:32:25;00:31:39;00:32:42;00:31:25;00:32:59;00:38:38;00:41:17;00:45:23;00:16:37
1305;87;GBR;W-35;05:03:05;02:17:40;02:45:25;00:30:43;00:31:41;00:33:31;00:34:06;00:35:44;00:37:39;00:40:26;00:42:29;00:16:49
1306;76;GER;W-45;05:03:12;02:22:16;02:40:56;00:32:11;00:32:30;00:35:33;00:34:47;00:34:21;00:36:42;00:39:14;00:41:27;00:16:30
1307;95;AUT;W-H;05:03:24;02:14:49;02:48:36;00:30:12;00:30:52;00:33:50;00:33:08;00:35:16;00:36:10;00:44:24;00:42:14;00:17:21
1308;72;ISR;W-50;05:03:27;02:31:11;02:32:16;00:36:06;00:34:21;00:36:39;00:36:40;00:35:00;00:36:23;00:35:52;00:36:44;00:15:45
1309;67;AUT;W-55;05:03:38;02:20:28;02:43:11;00:32:25;00:32:19;00:34:36;00:33:47;00:34:02;00:35:35;00:38:20;00:42:31;00:20:09
1310;91;BRA;W-30;05:03:53;02:16:21;02:47:32;00:31:13;00:30:59;00:33:45;00:33:18;00:34:27;00:38:10;00:41:14;00:44:34;00:16:17
1311;96;GBR;W-H;05:03:59;02:19:46;02:44:13;00:32:05;00:32:25;00:34:21;00:33:20;00:35:14;00:38:01;00:38:10;00:41:56;00:18:32
1312;76;AUT;W-45;05:04:18;02:29:35;02:34:43;00:34:42;00:34:16;00:38:07;00:35:11;00:35:02;00:36:08;00:37:17;00:37:46;00:15:53
1313;65;ISR;W-55;05:04:22;02:28:38;02:35:45;00:34:58;00:34:10;00:36:25;00:35:54;00:52:14;00:26:30;00:33:32;00:35:23;00:15:20
1314;75;ISR;W-45;05:04:24;02:28:40;02:35:45;00:35:00;00:34:12;00:36:24;00:35:55;00:00:00;00:00:00;00:36:53;00:35:29;00:15:06
1315;65;GER;W-55;05:04:26;02:20:11;02:44:16;00:31:01;00:32:29;00:35:38;00:33:48;00:35:30;00:37:26;00:39:36;00:41:56;00:17:06
1316;62;AUT;W-60;05:04:27;02:26:52;02:37:35;00:33:04;00:33:20;00:37:21;00:35:41;00:34:26;00:38:17;00:37:08;00:38:58;00:16:17
1317;69;ITA;W-50;05:04:29;02:21:38;02:42:52;00:32:52;00:31:34;00:34:55;00:35:30;00:34:56;00:40:14;00:39:09;00:40:08;00:15:16
1318;65;GER;W-55;05:04:48;02:26:17;02:38:31;00:30:19;00:32:42;00:38:32;00:35:46;00:38:31;00:37:50;00:38:23;00:37:26;00:15:23
1319;92;ITA;W-30;05:04:48;02:31:38;02:33:11;00:35:17;00:34:54;00:37:33;00:36:14;00:36:04;00:36:19;00:38:15;00:35:32;00:14:44
1320;94;AUT;W-H;05:04:51;02:22:40;02:42:12;00:32:12;00:32:40;00:33:35;00:35:34;00:39:48;00:38:24;00:37:54;00:39:36;00:15:14
1321;93;HUN;W-30;05:04:55;02:25:18;02:39:37;00:31:36;00:32:36;00:36:53;00:35:37;00:35:56;00:35:08;00:38:03;00:41:43;00:17:27
1322;75;IRL;W-45;05:04:58;02:21:46;02:43:12;00:29:43;00:32:38;00:34:12;00:37:48;00:41:30;00:35:50;00:36:48;00:41:42;00:14:52
1323;79;IRL;W-40;05:04:58;02:21:47;02:43:12;00:29:44;00:32:37;00:34:09;00:37:51;00:41:29;00:35:52;00:36:49;00:41:39;00:14:53
1324;66;AUT;W-55;05:05:05;02:17:17;02:47:49;00:30:08;00:31:15;00:34:15;00:33:58;00:35:42;00:38:48;00:40:39;00:42:43;00:17:41
1325;99;GER;W-H;05:05:26;02:24:21;02:41:05;00:33:59;00:33:46;00:35:17;00:33:58;00:35:34;00:35:39;00:37:00;00:42:05;00:18:12
1326;65;AUT;W-55;05:05:26;02:22:54;02:42:33;00:31:44;00:33:39;00:35:29;00:34:23;00:35:52;00:38:07;00:39:26;00:39:44;00:17:07
1327;95;USA;W-H;05:05:52;02:22:34;02:43:18;00:32:39;00:33:10;00:35:06;00:34:10;00:35:38;00:38:09;00:38:39;00:40:46;00:17:39
1328;78;AUT;W-45;05:05:55;02:25:51;02:40:05;00:32:31;00:33:01;00:36:14;00:36:18;00:36:41;00:37:55;00:38:19;00:38:55;00:16:06
1329;65;DEN;W-55;05:06:01;02:23:22;02:42:40;00:29:44;00:32:23;00:35:22;00:37:28;00:36:08;00:35:44;00:39:25;00:39:49;00:20:02
1330;94;GER;W-H;05:06:08;02:28:21;02:37:48;00:35:34;00:34:07;00:35:22;00:35:31;00:34:55;00:38:16;00:38:25;00:38:38;00:15:23
1331;92;POL;W-30;05:06:10;02:23:45;02:42:26;00:33:18;00:33:20;00:35:01;00:34:27;00:35:16;00:37:01;00:38:59;00:42:27;00:16:25
1332;90;AUT;W-30;05:06:14;02:24:12;02:42:03;00:33:50;00:33:51;00:35:12;00:33:58;00:33:38;00:35:23;00:38:43;00:42:00;00:19:43
1333;82;GER;W-40;05:06:26;02:27:50;02:38:37;00:32:06;00:35:01;00:36:39;00:36:12;00:36:16;00:37:17;00:38:24;00:38:54;00:15:41
1334;94;DEN;W-H;05:06:33;02:23:53;02:42:41;00:00:00;00:00:00;00:00:00;00:00:00;00:36:09;00:35:40;00:00:00;00:00:00;00:20:07
1335;66;GER;W-55;05:06:44;02:22:07;02:44:38;00:28:59;00:30:19;00:38:37;00:35:37;00:37:57;00:35:24;00:42:57;00:39:20;00:17:37
1336;98;GBR;W-H;05:06:47;02:15:50;02:50:57;00:30:31;00:32:13;00:32:58;00:32:58;00:34:34;00:37:57;00:45:22;00:41:55;00:18:22
1337;82;SVK;W-40;05:06:52;02:20:19;02:46:33;00:30:37;00:31:40;00:34:49;00:35:05;00:36:11;00:39:19;00:40:37;00:41:52;00:16:46
1338;73;AUT;W-50;05:06:52;02:33:11;02:33:41;00:37:37;00:36:38;00:36:36;00:34:48;00:34:58;00:35:21;00:35:41;00:38:18;00:16:59
1339;69;HUN;W-50;05:06:52;02:15:33;02:51:19;00:30:21;00:30:35;00:33:15;00:34:25;00:33:24;00:37:44;00:41:48;00:48:37;00:16:46
1340;99;AUT;W-H;05:06:55;02:17:49;02:49:06;00:29:34;00:31:23;00:34:34;00:34:34;00:36:02;00:40:17;00:42:32;00:43:04;00:14:59
1341;69;SLO;W-50;05:07:01;02:21:21;02:45:41;00:31:04;00:32:11;00:34:52;00:35:30;00:37:30;00:37:48;00:38:34;00:41:55;00:17:41
